,pos,vel,angle,depth,width,res-force
2363,25.0,14.95019,1.10542,4.04161,3.0,70181.54241481652
2364,25.0,14.96639,0.20824,4.32246,1.0,95180.23709101194
2365,25.0,14.97299,0.14163,2.0216,1.0,102604.08791624513
2366,25.0,14.991,1.9984,2.40148,2.0,59006.68716492661
2367,26.0,12.02701,0.22925,3.26325,1.0,98819.9270875165
2368,26.0,12.04021,0.0204,4.09142,2.0,99926.47214941755
2369,26.0,12.07502,1.82316,2.79276,1.0,52455.51681562812
2370,26.0,12.09662,0.39908,3.63113,3.0,76422.64052318846
2371,26.0,12.11282,2.47069,4.33927,3.0,56338.58084556275
2372,26.0,12.12302,0.30306,3.5237,3.0,80803.55188305426
2373,26.0,12.13623,2.994,2.34447,2.0,57774.22577486669
2374,26.0,12.14703,2.85297,3.45829,2.0,57415.60106216167
2375,26.0,12.18484,0.72735,2.31026,1.0,78440.35822129474
2376,26.0,12.21724,2.93459,3.23145,2.0,58149.90507918471
2377,26.0,12.21904,0.58092,4.21924,3.0,70883.79280603066
2378,26.0,12.26645,0.46749,2.07321,2.0,82287.77594362403
2379,26.0,12.27245,2.22164,4.27806,1.0,56616.04832230178
2380,26.0,12.27906,1.10962,4.9778,3.0,66045.21462852215
2381,26.0,12.32406,0.28206,4.42448,1.0,88337.22032464195
2382,26.0,12.32827,0.69434,4.62733,1.0,78105.12846591292
2383,26.0,12.45489,2.5133,3.95579,2.0,55134.057317232575
2384,26.0,12.4771,0.79396,2.40328,3.0,72902.89299832015
2385,26.0,12.55391,2.54511,4.72334,2.0,55263.26550418477
2386,26.0,12.56411,0.23525,4.03381,3.0,89738.10002465357
2387,26.0,12.57011,2.34407,2.54791,1.0,51850.46817308328
2388,26.0,12.57912,2.88118,4.42569,2.0,57017.58189595217
2389,26.0,12.64033,1.83757,2.78316,2.0,53953.33590199227
2390,26.0,12.64993,1.90058,3.33587,1.0,53407.49795513392
2391,26.0,12.65533,0.40448,2.54971,3.0,83839.88873317519
2392,26.0,12.66433,0.16263,4.36507,3.0,93214.38861900101
2393,26.0,12.68054,0.08462,2.60972,3.0,100366.95593065304
2394,26.0,12.69554,1.4799,2.0078,3.0,64489.4187941102
2395,26.0,12.72014,1.12583,4.4965,2.0,71601.79943751679
2396,26.0,12.72494,1.25305,3.13243,2.0,69495.84033150735
2397,26.0,12.73695,2.33927,2.08402,3.0,54175.691219176886
2398,26.0,12.81256,2.73895,3.03101,3.0,55780.07765522941
2399,26.0,12.81916,0.47229,3.43309,1.0,82682.62455062494
2400,26.0,12.83297,1.29866,4.25285,3.0,69744.78311647962
2401,26.0,12.85037,1.14623,3.93359,1.0,69213.0589544325
2402,26.0,12.89478,2.5235,3.78896,3.0,54240.93897713593
2403,26.0,12.94579,1.82977,4.37708,1.0,57495.01575209541
2404,26.0,12.95179,0.67033,4.011,1.0,74678.53164524827
2405,26.0,12.97159,0.43749,2.4945,3.0,80260.20246140347
2406,26.0,12.9998,2.40228,2.90858,1.0,52799.48510014092
2407,26.0,13.06401,1.23505,2.66733,2.0,69729.35783066272
2408,26.0,13.07061,1.27405,2.46749,1.0,69146.20915173195
2409,26.0,13.07902,0.5197,2.94639,2.0,75025.10569210381
2410,26.0,13.11262,1.12643,4.03261,3.0,70496.92941780777
2411,26.0,13.11322,1.68154,4.16763,3.0,60072.855549867636
2412,26.0,13.11562,0.92058,3.19604,1.0,71944.51938466413
2413,26.0,13.12583,0.20464,3.87057,1.0,94467.40656296881
2414,26.0,13.18164,1.94919,3.64553,3.0,56320.37562594905
2415,26.0,13.18284,2.9982,4.39688,2.0,56223.844538956946
2416,26.0,13.18644,2.62733,2.85817,3.0,54681.4670572497
2417,26.0,13.19964,0.20524,3.80096,3.0,88053.72991012246
2418,26.0,13.20504,0.72434,2.57612,3.0,74781.10148552721
2419,26.0,13.22124,1.77215,4.89258,1.0,57247.23661756324
2420,26.0,13.22184,0.74175,2.65833,3.0,74892.44047617793
2421,26.0,13.22605,2.18024,2.15243,1.0,52960.309036310246
2422,26.0,13.25665,0.33307,2.55751,3.0,86614.70202190775
2423,26.0,13.27405,2.12142,3.26445,1.0,52736.19366079575
2424,26.0,13.29026,2.08122,4.81516,1.0,56720.31726453583
2425,26.0,13.30466,0.42008,4.12683,1.0,87040.09915424026
2426,26.0,13.30646,0.05401,4.65253,3.0,96083.69695017963
2427,26.0,13.31606,2.65973,2.77596,3.0,54694.85252911898
2428,26.0,13.32807,1.76315,3.61192,1.0,55104.483695506315
2429,26.0,13.32927,1.05261,4.31466,2.0,71575.12394087377
2430,26.0,13.35267,2.11482,4.95499,2.0,53094.76717468068
2431,26.0,13.36347,0.27666,4.91958,3.0,83292.8036826026
2432,26.0,13.36887,0.77536,2.9962,2.0,75407.21943024815
2433,26.0,13.37548,2.56311,3.63713,1.0,52009.77946320071
2434,26.0,13.38748,2.80616,3.58072,3.0,53180.01791326216
2435,26.0,13.39948,1.21224,4.86317,2.0,70946.71107993126
2436,26.0,13.46789,1.9882,4.85237,1.0,55845.82285972518
2437,26.0,13.46849,1.66833,4.54931,3.0,60468.74425386088
2438,26.0,13.54171,2.68974,2.59832,3.0,54552.802618724796
2439,26.0,13.56691,1.41748,2.58272,1.0,63724.326351217496
2440,26.0,13.58672,2.63933,4.20544,3.0,51464.236453125304
2441,26.0,13.59212,2.71974,3.90478,1.0,53120.78926201063
2442,26.0,13.61432,1.36827,3.18224,3.0,70802.47723578305
2443,26.0,13.64133,0.91038,4.24865,3.0,70989.9593604356
2444,26.0,13.71154,1.69534,2.89178,2.0,60297.68803773283
2445,26.0,13.73135,2.89618,2.94099,2.0,54527.31915725512
2446,26.0,13.75475,1.29686,2.65113,2.0,67955.44857185196
2447,26.0,13.77395,0.68654,2.79696,2.0,73899.02056006108
2448,26.0,13.81896,2.05001,3.70314,1.0,53442.08284187242
2449,26.0,13.84477,0.77475,3.75175,2.0,73773.24410815276
2450,26.0,13.85257,2.0104,3.03641,3.0,55660.532285425674
2451,26.0,13.88078,0.95239,3.5033,3.0,69631.50311733923
2452,26.0,13.88978,1.26805,4.34167,2.0,69000.30234201299
2453,26.0,13.89338,1.21344,4.95139,1.0,70170.44374371582
2454,26.0,13.91978,1.54471,3.54591,2.0,59975.75945788804
2455,26.0,13.92939,0.24365,3.58432,3.0,87820.991081134
2456,26.0,13.96779,0.87197,3.16963,1.0,73275.12092420486
2457,26.0,13.9756,0.39068,2.13143,1.0,94327.65753965365
2458,26.0,14.05721,1.34787,2.74535,1.0,70058.25017533588
2459,26.0,14.05901,1.96599,4.77015,1.0,59180.49101506745
2460,26.0,14.07702,0.18724,3.17504,1.0,99130.73037055475
2461,26.0,14.10342,1.29986,2.04441,3.0,70808.5920673982
2462,26.0,14.12983,0.71174,3.66173,1.0,80692.72829001011
2463,26.0,14.13643,0.4903,3.08502,3.0,77427.05748143882
2464,26.0,14.15563,2.61592,4.91118,2.0,50279.946739384315
2465,26.0,14.18864,1.05081,3.84597,1.0,72951.18095436419
2466,26.0,14.20904,0.36547,4.64593,2.0,85982.01971932202
2467,26.0,14.24685,0.58452,2.52751,3.0,78353.41670048161
2468,26.0,14.24925,1.55911,4.47309,2.0,64655.1414145637
2469,26.0,14.26665,1.38748,2.05221,2.0,70199.49672422452
2470,26.0,14.26965,0.86417,2.37447,2.0,74943.06660545293
2471,26.0,14.29426,2.89318,2.92779,2.0,52907.04452733319
2472,26.0,14.29666,2.44849,3.63773,1.0,54558.50371487968
2473,26.0,14.30086,1.75955,2.43209,1.0,59359.8240566046
2474,26.0,14.30326,2.5229,4.27385,1.0,54328.4703912521
2475,26.0,14.30566,0.68294,3.61492,2.0,79107.38780464909
2476,26.0,14.31406,0.5047,4.5091,2.0,76662.17891239995
2477,26.0,14.43109,2.73475,3.62693,2.0,53162.29378069073
2478,26.0,14.43349,1.92519,2.18244,1.0,56087.93151841778
2479,26.0,14.4893,1.25365,2.5065,3.0,67343.70993367875
2480,26.0,14.5085,2.75095,4.91418,1.0,52222.8868658778
2481,26.0,14.5151,1.09102,3.21404,1.0,69975.28420610147
2482,26.0,14.52951,1.39588,2.17644,3.0,69200.92303691608
2483,26.0,14.61052,2.36027,4.09502,3.0,53753.692588135404
2484,26.0,14.64173,0.37688,3.23445,1.0,94580.40113675731
2485,26.0,14.68974,1.80276,3.23925,1.0,62071.6315091791
2486,26.0,14.71674,2.75695,2.78076,3.0,53338.55368796326
2487,26.0,14.72214,0.08402,4.13583,2.0,97657.11348678079
2488,26.0,14.80916,1.75595,2.94459,3.0,61914.75482590566
2489,26.0,14.82356,0.59952,4.88838,3.0,72074.30317323792
2490,26.0,14.84457,1.41808,2.09602,1.0,70085.6788263102
2491,26.0,14.85117,2.44129,2.14223,3.0,54531.678106664454
2492,26.0,14.87578,2.73055,2.31386,3.0,52641.356451866675
2493,26.0,14.87638,2.18504,3.20684,1.0,54439.6587724627
2494,26.0,14.87758,1.0208,3.37127,2.0,73489.6263271249
2495,26.0,14.88778,0.83477,2.76995,1.0,80640.2239400159
2496,26.0,14.89678,2.88898,3.31066,2.0,52500.341168464714
2497,26.0,14.94059,2.0008,2.86717,3.0,58678.2320641421
2498,26.0,14.982,1.43729,4.92799,3.0,67157.6614790801
2499,27.0,12.024,0.45669,4.09322,1.0,83210.99524108626
2500,27.0,12.03001,1.44029,4.76775,3.0,63672.378175483966
2501,27.0,12.03661,0.45309,2.88158,2.0,81334.2500393578
2502,27.0,12.05701,2.16163,4.93939,2.0,55288.67937274444
2503,27.0,12.12242,0.08222,4.94179,1.0,104850.55807646757
2504,27.0,12.15963,0.72555,2.10802,3.0,78520.00331390848
2505,27.0,12.16683,2.44489,2.87017,3.0,54297.35428008175
2506,27.0,12.17704,2.23605,4.62192,3.0,55621.804217776145
2507,27.0,12.18304,2.37287,2.62713,3.0,56081.47648052794
2508,27.0,12.18544,0.32647,3.5129,2.0,83231.38023345647
2509,27.0,12.19144,2.5031,3.65153,1.0,54787.3889565438
2510,27.0,12.19444,1.73135,4.35067,3.0,59102.61125001151
2511,27.0,12.22444,2.07582,4.95199,1.0,55925.83447266643
2512,27.0,12.25025,0.80716,3.16363,3.0,72152.08879125048
2513,27.0,12.28866,2.95259,4.17063,1.0,57818.946451895485
2514,27.0,12.30666,2.08662,3.4925,3.0,56044.0474378204
2515,27.0,12.32587,0.42488,4.74435,1.0,81177.22514123225
2516,27.0,12.33847,0.23045,4.12262,2.0,86393.40284033348
2517,27.0,12.38708,0.93619,4.08482,1.0,73051.19532336127
2518,27.0,12.41228,0.30726,2.12302,2.0,85830.73544117778
2519,27.0,12.4951,1.53571,4.74075,3.0,60363.68646205348
2520,27.0,12.5047,0.53831,3.38568,1.0,84552.2336230845
2521,27.0,12.5191,1.54231,4.71794,2.0,60399.77022202245
2522,27.0,12.55631,0.20944,4.07401,2.0,91357.94192571292
2523,27.0,12.55691,0.07802,4.03321,3.0,94617.10967305895
2524,27.0,12.57672,1.12162,4.4809,3.0,70966.57374509909
2525,27.0,12.62052,0.23585,2.9842,2.0,96265.43032796898
2526,27.0,12.62833,1.04421,4.80016,2.0,67972.26751561475
2527,27.0,12.69014,1.78776,2.73815,1.0,55157.96949565075
2528,27.0,12.70094,0.29886,3.59812,3.0,85643.2804650136
2529,27.0,12.70214,1.31306,3.5039,3.0,69998.75103239845
2530,27.0,12.70934,2.9904,3.94739,1.0,57275.505758519444
2531,27.0,12.74355,0.10682,2.79756,1.0,108526.24619109403
2532,27.0,12.76995,2.87938,4.36147,2.0,55244.82013624471
2533,27.0,12.79516,2.58532,3.91558,3.0,56124.00624376805
2534,27.0,12.81736,2.40948,4.9922,1.0,55079.260044053255
2535,27.0,12.81856,1.05561,2.71594,2.0,71529.45133511855
2536,27.0,12.82096,2.95859,4.67233,2.0,56858.50623736205
2537,27.0,12.82757,2.07461,3.95099,1.0,54896.10671146569
2538,27.0,12.82997,2.0224,4.77676,3.0,54572.03571014611
2539,27.0,12.91998,1.20084,2.62352,1.0,71011.16719367677
2540,27.0,12.92899,1.0166,2.02881,2.0,72234.90269541812
2541,27.0,12.93019,0.32887,2.14403,2.0,89078.11042065578
2542,27.0,12.93139,0.64393,3.56451,2.0,73405.66965940216
2543,27.0,12.94519,0.10622,3.47089,2.0,96645.60877182304
2544,27.0,12.992,2.92078,4.0206,2.0,56329.18409674171
2545,27.0,13.03881,0.21004,4.06321,1.0,92201.56436723773
2546,27.0,13.04181,1.61612,4.92979,1.0,59834.45059991874
2547,27.0,13.05741,0.30966,4.24565,2.0,86520.12636961901
2548,27.0,13.08502,0.08822,2.75375,2.0,95693.38786155039
2549,27.0,13.10182,0.94999,2.34987,1.0,72088.45893163559
2550,27.0,13.10302,1.42348,4.34467,1.0,62512.42342679704
2551,27.0,13.10782,2.13523,4.05961,1.0,52618.23579065238
2552,27.0,13.13303,0.42308,4.96819,1.0,83620.27285928938
2553,27.0,13.16663,1.88438,3.05501,2.0,56661.034035824254
2554,27.0,13.18764,0.5221,4.19944,3.0,75345.664348932
2555,27.0,13.19604,2.70474,3.72835,2.0,53680.3454977493
2556,27.0,13.20384,2.64473,4.09082,2.0,55466.16455484094
2557,27.0,13.20444,0.38108,4.06801,3.0,80782.52343652092
2558,27.0,13.22484,1.74155,3.91318,1.0,55730.632997858345
2559,27.0,13.25065,2.79356,4.0128,2.0,54515.696267063395
2560,27.0,13.29386,2.43229,5.0,2.0,53914.07515711815
2561,27.0,13.31486,2.20664,4.94299,3.0,52276.24167927387
2562,27.0,13.36767,0.79036,4.81756,3.0,71121.23352182009
2563,27.0,13.38268,1.24525,4.75035,1.0,72369.86012044134
2564,27.0,13.38928,0.18424,4.91298,1.0,99858.81933291945
2565,27.0,13.39048,2.33987,4.21744,3.0,56766.95763054278
2566,27.0,13.39408,2.83497,2.28686,1.0,50843.051419714735
2567,27.0,13.40248,1.21284,3.33887,2.0,72299.71866060935
2568,27.0,13.40788,1.53691,2.92178,1.0,65894.54161468518
2569,27.0,13.44569,1.02861,3.71634,1.0,70653.97056977083
2570,27.0,13.45769,1.13183,3.18164,2.0,71396.38844220203
2571,27.0,13.4763,2.04521,4.60932,1.0,54366.83034363649
2572,27.0,13.54291,2.71434,3.57712,2.0,54614.752620636056
2573,27.0,13.54711,2.77255,2.54611,3.0,55174.80688567626
2574,27.0,13.59152,2.35787,3.60472,3.0,53827.16168076512
2575,27.0,13.61192,2.0074,3.81416,3.0,53465.81177351744
2576,27.0,13.62272,1.85737,4.68914,3.0,56758.99704567401
2577,27.0,13.68334,2.25285,4.24505,1.0,54320.054190291594
2578,27.0,13.71574,1.80636,4.83197,2.0,60412.28980453792
2579,27.0,13.79016,1.47269,3.09522,3.0,66850.77068731982
2580,27.0,13.79196,1.53091,2.39968,1.0,58816.87739115851
2581,27.0,13.81776,0.58332,3.86697,1.0,78390.98384149122
2582,27.0,13.83577,1.15223,2.54551,1.0,72033.42145671044
2583,27.0,13.84717,0.72374,2.65293,1.0,83915.23582381582
2584,27.0,13.86217,1.04481,2.95059,3.0,72425.80367497432
2585,27.0,13.88738,2.36147,3.33287,3.0,54396.43735708094
2586,27.0,13.90298,2.66393,3.83157,2.0,54671.458453278814
2587,27.0,13.94079,0.9818,3.73555,2.0,70775.47133978705
2588,27.0,13.97439,2.23245,3.73855,2.0,51386.6731828133
2589,27.0,14.03801,0.58212,4.04881,3.0,74290.97336090659
2590,27.0,14.09322,0.13443,4.57271,3.0,91675.6095746353
2591,27.0,14.13943,1.92699,4.76655,3.0,58674.25861345622
2592,27.0,14.16643,1.65873,4.35547,3.0,61150.40848163322
2593,27.0,14.18924,2.45389,2.82817,3.0,55817.223266815134
2594,27.0,14.23005,2.58352,4.9874,3.0,53484.97857325012
2595,27.0,14.23365,1.76795,3.12042,3.0,58222.925452957956
2596,27.0,14.25345,0.59352,4.27085,2.0,79659.71281098286
2597,27.0,14.25525,0.44829,3.37187,1.0,85090.25604215452
2598,27.0,14.28526,2.5085,2.20044,2.0,54226.1607449281
2599,27.0,14.29486,0.76155,2.83537,3.0,77880.5760180663
2600,27.0,14.30926,2.47189,3.13603,3.0,55957.71688423917
2601,27.0,14.31466,0.17524,4.10882,3.0,94842.39173229606
2602,27.0,14.35667,1.82857,2.46509,1.0,57979.56516214567
2603,27.0,14.37467,0.38468,3.37007,1.0,89451.07509204475
2604,27.0,14.38548,2.64233,4.89558,2.0,53764.00594855909
2605,27.0,14.39508,1.06401,2.71894,1.0,72280.28961862651
2606,27.0,14.40288,0.26945,2.55631,2.0,94540.39009165227
2607,27.0,14.45449,1.87117,4.46529,1.0,57992.43963281022
2608,27.0,14.47129,1.18704,3.43069,1.0,67946.51528658811
2609,27.0,14.4803,0.43329,2.5149,3.0,84152.777995993
2610,27.0,14.4815,2.46229,4.85897,3.0,53623.52357656214
2611,27.0,14.4821,2.18444,3.45589,2.0,54605.08144632586
2612,27.0,14.4863,2.12022,3.70194,3.0,54463.082015215514
2613,27.0,14.53851,0.0156,2.72134,1.0,111242.68768696213
2614,27.0,14.56791,2.66573,2.9956,1.0,52821.9313581584
2615,27.0,14.60632,1.93479,3.40668,2.0,58359.018236334225
2616,27.0,14.61472,1.62753,4.74855,3.0,68349.6892518023
2617,27.0,14.61772,2.4959,4.0092,1.0,49983.26565605389
2618,27.0,14.63273,2.24445,4.44369,2.0,53742.367760785295
2619,27.0,14.75395,0.4819,2.69014,2.0,82155.66578999383
2620,27.0,14.77676,2.92318,4.35247,3.0,52180.96860382838
2621,27.0,14.78216,0.81976,4.04221,1.0,76835.1732481526
2622,27.0,14.88358,0.44289,4.78516,2.0,80084.57126084354
2623,27.0,14.90218,0.06361,2.80236,1.0,105875.75319944932
2624,27.0,14.91178,2.17724,3.04541,2.0,54824.28602095949
2625,27.0,14.93519,0.61272,4.14303,1.0,81007.49358818577
2626,27.0,14.97119,0.57972,3.47389,1.0,82729.984507496
2627,27.0,14.9754,1.36587,2.54251,2.0,71665.79406853081
2628,27.0,14.9778,1.85857,2.60552,2.0,59136.24941304582
2629,27.0,14.9916,1.001,4.77135,2.0,69588.17634168053
2630,28.0,12.012,1.61492,2.11402,3.0,59713.702189552656
2631,28.0,12.0204,2.27626,4.58652,3.0,58126.32189171027
2632,28.0,12.02941,1.56931,3.80696,2.0,60933.99948818403
2633,28.0,12.07081,0.85577,4.5121,2.0,66844.72009891736
2634,28.0,12.10262,1.10062,2.59232,2.0,68834.69579929652
2635,28.0,12.12422,1.59692,2.36787,2.0,59795.83503990244
2636,28.0,12.14343,1.20804,2.05341,3.0,68484.1414624362
2637,28.0,12.18124,0.38168,3.38448,3.0,81129.10172858638
2638,28.0,12.21184,2.5181,3.65213,3.0,55797.82965166065
2639,28.0,12.21364,0.65953,2.11042,1.0,85185.44372862847
2640,28.0,12.27666,0.69194,2.65653,2.0,80880.57646717381
2641,28.0,12.29346,2.18084,2.03721,2.0,52425.86960434878
2642,28.0,12.33547,2.72094,4.65433,3.0,59689.3499373214
2643,28.0,12.34087,1.38268,4.65313,1.0,61669.56363331345
2644,28.0,12.45009,1.0214,4.32486,1.0,74488.60106336405
2645,28.0,12.45969,0.13503,2.5071,2.0,96395.1939855286
2646,28.0,12.46149,0.0072,3.30166,1.0,103032.46055994528
2647,28.0,12.46449,2.14483,3.03041,1.0,54505.718998915356
2648,28.0,12.47409,2.94179,3.04121,1.0,55182.33760265165
2649,28.0,12.5011,0.77055,4.26845,2.0,70836.69361643231
2650,28.0,12.63253,1.15763,2.79396,2.0,72011.5748681309
2651,28.0,12.64273,0.78976,2.0174,3.0,77145.50221688357
2652,28.0,12.64633,2.14603,2.70214,2.0,52212.43831334858
2653,28.0,12.68414,2.89498,3.87357,1.0,57747.16698898584
2654,28.0,12.72434,1.84237,4.0002,3.0,55608.86220972078
2655,28.0,12.75615,1.77455,3.32867,1.0,57184.72647605038
2656,28.0,12.75735,1.22244,2.5011,2.0,71291.44913561862
2657,28.0,12.77536,0.52931,2.4807,2.0,82691.76914915297
2658,28.0,12.79096,1.28306,3.14563,1.0,66870.37406601888
2659,28.0,12.79876,0.88038,2.39308,2.0,76266.09021894037
2660,28.0,12.79996,1.10482,2.13623,3.0,70353.55488005787
2661,28.0,12.80776,0.21484,4.22885,3.0,88903.93805253677
2662,28.0,12.82336,0.0246,2.44949,1.0,112474.83810798207
2663,28.0,12.83597,1.36047,2.92899,2.0,67876.17832442431
2664,28.0,12.85937,2.30026,2.12843,1.0,51926.103662399466
2665,28.0,12.86177,0.4843,4.90518,1.0,81274.25279358811
2666,28.0,12.87137,1.92458,2.27546,1.0,51950.72072132905
2667,28.0,12.90498,1.11742,4.31166,1.0,70088.0758859132
2668,28.0,12.91458,0.87137,2.5035,3.0,75772.88620239931
2669,28.0,12.93499,1.15283,4.90638,2.0,66363.30510079564
2670,28.0,12.93679,1.75895,3.31546,2.0,60118.404700823485
2671,28.0,12.96499,1.60412,4.47069,2.0,62273.11807840535
2672,28.0,12.98,2.26245,3.26985,3.0,53591.14829620796
2673,28.0,13.04361,0.54131,3.08742,1.0,84154.51701652688
2674,28.0,13.09942,1.06581,4.38608,3.0,69289.44249539384
2675,28.0,13.10722,0.77596,3.74215,3.0,75054.61376843216
2676,28.0,13.12763,0.5023,3.80336,2.0,77153.25837454341
2677,28.0,13.12943,0.29346,3.4883,1.0,92311.26860124123
2678,28.0,13.14803,2.28826,2.41588,2.0,54229.692864090175
2679,28.0,13.15763,0.60732,3.44029,3.0,79449.2453406591
2680,28.0,13.16183,2.65913,2.27846,1.0,51076.38008913327
2681,28.0,13.18464,1.84897,4.65973,1.0,56865.880565649364
2682,28.0,13.20924,2.84397,4.27445,3.0,57115.30626446662
2683,28.0,13.22905,2.4821,4.12623,2.0,52895.166604134654
2684,28.0,13.24105,1.42288,3.007,1.0,66472.6519648515
2685,28.0,13.24405,2.16703,2.67994,3.0,51314.19450062226
2686,28.0,13.24585,1.87057,3.45649,3.0,57390.02256739061
2687,28.0,13.25485,0.66253,4.63093,1.0,82648.31956500035
2688,28.0,13.26025,0.11342,4.94239,3.0,94508.91772094251
2689,28.0,13.29326,2.24325,4.38428,3.0,54737.349174499024
2690,28.0,13.32086,2.73355,4.93879,3.0,57925.06279596931
2691,28.0,13.34067,2.55651,3.13063,3.0,53765.84153494424
2692,28.0,13.34727,1.82376,4.87638,3.0,59042.10406699548
2693,28.0,13.37788,1.57712,4.02,2.0,62423.168189098214
2694,28.0,13.38868,1.34367,2.05941,1.0,69213.75404547265
2695,28.0,13.40548,0.89058,2.84977,1.0,78531.84028112597
2696,28.0,13.41268,0.31866,3.15463,1.0,93379.42589715586
2697,28.0,13.41988,1.61072,2.93259,2.0,62319.50804479553
2698,28.0,13.42829,0.81196,4.15203,2.0,71259.7967042722
2699,28.0,13.43729,2.4755,4.93519,2.0,55946.45723397789
2700,28.0,13.44869,0.29706,3.23205,1.0,97815.12514421133
2701,28.0,13.46069,0.84197,3.38508,2.0,74335.72788383908
2702,28.0,13.4811,2.08602,4.81156,1.0,54547.55165971362
2703,28.0,13.5027,2.81876,2.5197,2.0,54104.94197949733
2704,28.0,13.5165,2.05121,4.36807,3.0,56102.44560139915
2705,28.0,13.52971,2.87397,2.41048,2.0,52694.860835917745
2706,28.0,13.53451,0.36967,2.45489,1.0,98632.8535585907
2707,28.0,13.54651,1.87177,4.4821,2.0,56010.81310195677
2708,28.0,13.55251,2.58592,2.76695,3.0,53265.710209900666
2709,28.0,13.55431,1.28126,3.83217,3.0,70637.44210122745
2710,28.0,13.56331,0.55331,2.42008,2.0,82498.22205564253
2711,28.0,13.58252,2.0242,4.53251,1.0,53057.05133344472
2712,28.0,13.59092,2.13463,2.28386,1.0,56133.22083175576
2713,28.0,13.62993,1.37908,3.79856,2.0,71693.48299884799
2714,28.0,13.64193,1.54591,4.26485,2.0,66582.74452518387
2715,28.0,13.70854,2.96279,3.5075,2.0,55255.71050115741
2716,28.0,13.78116,0.32947,4.73295,1.0,91474.76178166215
2717,28.0,13.81416,1.61972,3.66473,2.0,62654.098927049694
2718,28.0,13.83457,2.4977,2.84917,2.0,52674.791600895755
2719,28.0,13.84237,2.62372,3.07542,1.0,53167.731244004804
2720,28.0,13.85497,1.72414,4.83857,1.0,60993.05897869589
2721,28.0,13.86277,2.0218,2.11762,2.0,54236.51618398414
2722,28.0,13.89758,2.74495,2.28446,2.0,51037.2815647711
2723,28.0,13.95219,0.03901,3.54471,2.0,96241.56377095386
2724,28.0,13.95399,1.63353,2.26765,1.0,58821.77662741308
2725,28.0,14.0068,1.65453,4.55891,2.0,61519.92393726747
2726,28.0,14.0122,1.5135,4.61352,1.0,62930.205978127815
2727,28.0,14.0164,2.4767,2.11882,2.0,51254.99396422048
2728,28.0,14.03381,1.55791,3.9924,2.0,62554.064380516655
2729,28.0,14.07582,0.17223,3.20984,1.0,100331.23792973394
2730,28.0,14.09262,0.07562,4.5049,2.0,94473.08360049553
2731,28.0,14.11242,0.30246,2.0006,2.0,96576.68439187463
2732,28.0,14.11902,2.92979,3.82857,1.0,52501.41494154096
2733,28.0,14.13103,0.13683,4.42208,2.0,93990.38790279532
2734,28.0,14.16463,0.90438,3.03821,1.0,79840.89356956426
2735,28.0,14.18384,1.29326,2.54071,1.0,72989.84297899976
2736,28.0,14.19224,2.54871,3.77035,3.0,53889.127395448995
2737,28.0,14.21684,1.13243,3.37908,1.0,72247.33611458674
2738,28.0,14.27506,1.5003,3.80216,2.0,68508.68692454067
2739,28.0,14.29006,0.34327,4.38908,2.0,86171.5556955935
2740,28.0,14.30146,0.67634,4.26545,3.0,77245.52804144946
2741,28.0,14.37708,0.88458,2.22685,1.0,81068.30352336638
2742,28.0,14.40948,2.91358,3.35927,2.0,55100.96892182339
2743,28.0,14.44789,2.5109,3.28246,2.0,55449.00096796952
2744,28.0,14.45749,1.38448,4.11362,1.0,72117.79618212952
2745,28.0,14.4881,1.5105,2.92539,2.0,70627.78670505491
2746,28.0,14.5157,2.31046,4.87878,2.0,54683.41203440363
2747,28.0,14.54331,1.37367,2.56291,2.0,71211.70497997686
2748,28.0,14.54991,2.33747,2.04681,2.0,53592.397151580306
2749,28.0,14.59312,0.41828,3.5069,1.0,92274.18530605968
2750,28.0,14.59852,2.64053,3.37067,2.0,55011.30656397161
2751,28.0,14.70954,1.97379,2.34327,3.0,58586.1515895064
2752,28.0,14.74855,1.08262,3.21044,1.0,73443.44485627116
2753,28.0,14.74975,1.67734,2.09422,3.0,64406.834789688
2754,28.0,14.75215,1.38568,3.67193,1.0,68187.82935043161
2755,28.0,14.82056,1.68934,4.38548,1.0,61916.13163276564
2756,28.0,14.85297,1.26325,3.96959,2.0,69458.29806779634
2757,28.0,14.86437,2.35547,3.67794,3.0,53040.36418782553
2758,28.0,14.93819,1.94499,4.46709,2.0,60949.019723627986
2759,28.0,14.96579,2.53911,2.0192,3.0,52194.06093785032
2760,28.0,14.96939,0.32346,4.21324,3.0,83062.77285594262
2761,28.0,14.97419,0.42128,4.28946,1.0,88987.58078950366
2762,29.0,12.0102,1.42408,4.94059,1.0,64357.694951419064
2763,29.0,12.03901,1.27706,4.80796,2.0,68095.54468249595
2764,29.0,12.04741,0.26225,3.65573,1.0,94960.70131552251
2765,29.0,12.07922,1.11382,3.83877,3.0,68055.52777924613
2766,29.0,12.08882,1.40668,4.15143,2.0,66409.59089946894
2767,29.0,12.09902,0.92779,2.61452,1.0,74531.1526940565
2768,29.0,12.10082,2.74435,2.65593,2.0,56462.96515010415
2769,29.0,12.10682,2.67233,4.81036,1.0,56624.879033231715
2770,29.0,12.11462,0.45009,2.33007,2.0,85042.14683811851
2771,29.0,12.12543,1.46909,2.24965,3.0,61233.35943396543
2772,29.0,12.14763,2.42148,3.41328,3.0,56272.82371801415
2773,29.0,12.17944,0.27546,2.9854,1.0,96470.71575924353
