,pos,vel,angle,depth,width,res-force
1063,17.0,12.35407,0.06481,4.41488,2.0,89217.61252523947
1064,17.0,12.39368,0.90018,2.21604,1.0,77221.05708828382
1065,17.0,12.43929,0.12723,4.84697,2.0,91746.08844031177
1066,17.0,12.44709,1.12823,2.30126,3.0,67920.26968467743
1067,17.0,12.47109,0.91998,3.18884,1.0,78158.52767608475
1068,17.0,12.4957,1.32026,2.78496,1.0,66295.38561903981
1069,17.0,12.56891,1.4823,4.47489,1.0,62487.04161845684
1070,17.0,12.58032,0.54611,4.05061,1.0,89589.18260666922
1071,17.0,12.62172,1.91258,4.9838,2.0,54787.99513670524
1072,17.0,12.62593,1.26685,3.33767,3.0,67084.91271787095
1073,17.0,12.62713,2.93159,3.92879,1.0,53861.24697978687
1074,17.0,12.62893,0.66613,4.78696,3.0,69089.3632921194
1075,17.0,12.66133,0.77115,2.16203,3.0,70470.05711988782
1076,17.0,12.67814,2.59852,4.93279,2.0,52290.95193783073
1077,17.0,12.68174,0.61152,3.36707,3.0,72822.41344468991
1078,17.0,12.73575,2.72635,2.95419,3.0,52869.15574533628
1079,17.0,12.77295,2.43589,4.35367,2.0,51609.85396818057
1080,17.0,12.78256,1.71634,4.39388,3.0,56767.40469508794
1081,17.0,12.78436,1.05621,3.17744,3.0,72128.49418954563
1082,17.0,12.80536,0.74775,3.32446,2.0,69603.61244966077
1083,17.0,12.82637,0.61032,4.40888,3.0,68499.61246940475
1084,17.0,12.84197,1.07481,3.38208,1.0,65766.02591086885
1085,17.0,12.84497,0.62953,3.24765,3.0,68103.0913740108
1086,17.0,12.85517,2.63873,3.4793,1.0,52764.67395504307
1087,17.0,12.90318,1.32507,3.74035,3.0,61743.73930810933
1088,17.0,12.91878,1.40248,2.46629,1.0,57100.37635753266
1089,17.0,12.93559,2.19284,2.78976,2.0,51864.47351916677
1090,17.0,13.0022,1.43969,4.74735,3.0,56918.05400213941
1091,17.0,13.04961,2.02601,2.29706,3.0,51989.72769077802
1092,17.0,13.05021,1.73015,4.22344,3.0,56941.288934260025
1093,17.0,13.06221,0.11522,3.95039,3.0,95432.17737219554
1094,17.0,13.09162,1.20864,4.89078,2.0,69562.06470860082
1095,17.0,13.09282,1.78896,3.87177,2.0,55585.91458499151
1096,17.0,13.09822,1.40848,3.78536,3.0,60578.80617862101
1097,17.0,13.11802,0.25865,2.04141,3.0,89806.6468350651
1098,17.0,13.14083,0.25985,2.95539,1.0,93566.16148678403
1099,17.0,13.16063,2.65013,3.65273,2.0,50704.26211764969
1100,17.0,13.16423,2.0212,3.22785,3.0,53135.95058253416
1101,17.0,13.19004,0.16683,2.5017,3.0,94274.68676784773
1102,17.0,13.19484,0.9794,2.85637,2.0,74508.0149915166
1103,17.0,13.22364,2.45269,2.4861,2.0,51319.30879900303
1104,17.0,13.31306,0.4855,2.4765,2.0,88534.78352608465
1105,17.0,13.32206,1.9966,4.29486,2.0,54327.81883559173
1106,17.0,13.32266,0.74535,4.03501,1.0,78647.5158503432
1107,17.0,13.33347,0.35047,4.88958,1.0,87159.04845521662
1108,17.0,13.34367,0.4897,4.69994,3.0,80048.0470154307
1109,17.0,13.44269,1.4985,2.03601,2.0,62892.78590868067
1110,17.0,13.46249,1.95399,2.67574,1.0,54034.22473462366
1111,17.0,13.46429,2.90038,4.9928,3.0,51512.164812233634
1112,17.0,13.47149,2.55951,2.14583,1.0,50547.01055913769
1113,17.0,13.4997,2.03801,2.96559,1.0,54903.81150148138
1114,17.0,13.52671,0.24065,3.5165,1.0,106926.90009266131
1115,17.0,13.56631,1.68394,4.78936,1.0,59737.6872081571
1116,17.0,13.59992,2.87217,3.42829,3.0,52250.42022495843
1117,17.0,13.60292,0.94399,3.37427,2.0,72220.23369651701
1118,17.0,13.64073,2.78636,3.4991,3.0,52737.63694937445
1119,17.0,13.66113,1.38328,4.59372,2.0,63419.9064824876
1120,17.0,13.71694,0.0018,2.5233,1.0,114779.6004432469
1121,17.0,13.76315,0.80536,2.24065,3.0,72633.58693149134
1122,17.0,13.81056,2.008,2.79816,3.0,53085.58305485701
1123,17.0,13.83817,0.80356,3.27826,1.0,78772.75158195804
1124,17.0,13.86997,2.40648,2.30006,3.0,50099.30704086352
1125,17.0,13.87598,0.0036,3.90178,1.0,116384.82780180115
1126,17.0,13.88498,2.91718,3.5177,3.0,52695.93399611071
1127,17.0,13.89578,2.26125,4.52711,3.0,54809.16770713859
1128,17.0,13.90058,2.68254,4.10642,2.0,51421.60301067815
1129,17.0,13.93119,0.34087,2.97339,1.0,100176.91877626607
1130,17.0,13.94019,2.59792,4.89618,3.0,52025.04529307682
1131,17.0,13.94319,1.86337,4.69694,2.0,56221.113426888915
1132,17.0,13.993,2.76415,2.82336,2.0,50772.995587930614
1133,17.0,14.0014,1.54891,2.82036,1.0,60834.61539780622
1134,17.0,14.02661,0.67874,4.45929,3.0,68351.08785086447
1135,17.0,14.07281,0.30486,4.86077,1.0,95343.43830632833
1136,17.0,14.07822,1.15163,2.93559,1.0,77521.12682145266
1137,17.0,14.09742,0.24305,4.19464,3.0,89007.95902145724
1138,17.0,14.12923,1.06641,3.58372,2.0,75354.93542911681
1139,17.0,14.13163,2.19524,3.53691,3.0,51513.91656165572
1140,17.0,14.15203,2.65673,4.29666,3.0,50942.798088276984
1141,17.0,14.16283,0.024,4.66873,2.0,105353.502353228
1142,17.0,14.17544,1.5183,2.95239,2.0,65135.15897733894
1143,17.0,14.21084,2.54571,2.19924,1.0,50652.441297780344
1144,17.0,14.21444,0.27065,3.62032,1.0,95698.49747189741
1145,17.0,14.23125,1.96239,2.67273,1.0,55642.20642911596
1146,17.0,14.23305,0.62472,2.58692,2.0,85509.2631830632
1147,17.0,14.25165,1.92759,4.38488,3.0,56257.52716878606
1148,17.0,14.25585,2.53131,4.44909,1.0,51762.39141507522
1149,17.0,14.26245,2.40828,4.14543,2.0,54751.780340167796
1150,17.0,14.26545,2.65193,4.37107,2.0,49117.83201425057
1151,17.0,14.35187,0.15783,4.22464,2.0,98513.55463109372
1152,17.0,14.41428,2.42929,4.76055,2.0,54127.59232584336
1153,17.0,14.43169,1.37307,2.88398,2.0,67627.41509698145
1154,17.0,14.4791,1.5063,4.53971,3.0,64658.17753751325
1155,17.0,14.4899,1.56871,4.95379,1.0,64937.02117785996
1156,17.0,14.4911,2.4965,2.5143,3.0,53792.36976435511
1157,17.0,14.53491,1.06881,3.76615,2.0,74284.12664205037
1158,17.0,14.53551,0.21964,2.87077,2.0,102294.21979116158
1159,17.0,14.54451,0.45609,2.26645,1.0,100384.77185070382
1160,17.0,14.56551,2.47009,3.86157,3.0,52528.59324262593
1161,17.0,14.56611,1.85797,2.18184,1.0,58831.066502036505
1162,17.0,14.65433,1.86397,2.24485,1.0,58825.33650523071
1163,17.0,14.65913,0.29526,3.14263,1.0,106243.31100434193
1164,17.0,14.69454,1.91558,3.25005,2.0,57736.25958964872
1165,17.0,14.72034,2.42689,2.26405,2.0,51625.63591109483
1166,17.0,14.73235,2.70174,3.17203,3.0,53355.78925108381
1167,17.0,14.73355,1.94319,3.86877,2.0,57134.46129291236
1168,17.0,14.74615,0.43929,2.52991,2.0,83920.0612788778
1169,17.0,14.76475,1.4859,4.35787,1.0,60429.69925870547
1170,17.0,14.76655,0.69374,3.84057,3.0,67637.61118954017
1171,17.0,14.77015,2.87097,2.42909,2.0,48626.456754018305
1172,17.0,14.78096,1.4883,2.15603,1.0,61819.52534147832
1173,17.0,14.78336,1.29506,3.43609,3.0,67094.71789165062
1174,17.0,14.81216,2.45449,3.83697,2.0,51657.02028000827
1175,17.0,14.81756,2.27085,4.88238,1.0,54338.2263763833
1176,17.0,14.87998,1.87898,3.34187,3.0,58310.701551304766
1177,17.0,14.88658,2.5103,4.77075,2.0,51234.16122418427
1178,17.0,14.91478,1.55311,4.81456,2.0,58634.98293290478
1179,17.0,14.92919,1.24165,3.58492,1.0,72709.40443548917
1180,17.0,14.95379,1.14023,2.91518,3.0,71055.63247733311
1181,17.0,14.95619,1.60952,3.27526,2.0,58855.84001349492
1182,17.0,14.9844,1.87477,2.30066,3.0,56711.62562931453
1183,17.0,14.9862,2.19884,2.14523,1.0,54423.393161222986
1184,18.0,12.0234,0.57672,2.66133,1.0,82977.61688709538
1185,18.0,12.04501,1.89818,3.10842,2.0,54648.816914918636
1186,18.0,12.04921,0.62172,4.5037,3.0,68929.53500539267
1187,18.0,12.09722,1.34247,2.93439,1.0,57450.42194247227
1188,18.0,12.13083,1.71754,3.91078,3.0,54553.223962606695
1189,18.0,12.13383,0.69734,4.66813,2.0,69264.17722899962
1190,18.0,12.19804,2.73655,3.53211,3.0,52877.27821661039
1191,18.0,12.19924,2.94719,3.71214,3.0,53973.64227361616
1192,18.0,12.23465,1.39708,2.39908,1.0,60161.26966368879
1193,18.0,12.26165,2.53671,4.89678,3.0,53322.34878544012
1194,18.0,12.29106,0.37147,4.32186,1.0,84293.65293837978
1195,18.0,12.29166,2.42989,3.42589,1.0,52771.14883633266
1196,18.0,12.29466,1.91738,3.88738,3.0,51965.26885551648
1197,18.0,12.29766,2.08902,2.17824,3.0,55210.95975796026
1198,18.0,12.30306,1.64493,3.77275,3.0,57285.206821757056
1199,18.0,12.30486,2.9946,4.23545,1.0,54585.51134852083
1200,18.0,12.31026,2.9832,4.88478,2.0,54383.5520048862
1201,18.0,12.31686,0.56351,2.05881,1.0,91349.86646139246
1202,18.0,12.34627,0.90918,3.0244,3.0,71537.83406516748
1203,18.0,12.35827,2.88238,2.82156,3.0,52269.77643153512
1204,18.0,12.40328,0.35587,4.33147,2.0,81641.48492647035
1205,18.0,12.41348,0.38408,4.13103,3.0,81549.98595460437
1206,18.0,12.41408,1.86157,3.71694,3.0,55508.07670615945
1207,18.0,12.44409,0.57912,4.979,1.0,85901.39325701608
1208,18.0,12.46089,1.37007,4.9988,3.0,60490.423402943255
1209,18.0,12.47229,2.56491,2.35647,2.0,52339.98882749223
1210,18.0,12.5167,1.0154,3.4943,3.0,72174.11772908451
1211,18.0,12.54611,1.17744,4.90758,2.0,67744.13651435373
1212,18.0,12.54911,0.66853,2.24845,1.0,85118.5331399104
1213,18.0,12.55331,2.60032,3.21464,1.0,52405.221112633226
1214,18.0,12.55571,0.06061,4.31346,3.0,86528.45344637995
1215,18.0,12.56171,1.17383,2.977,3.0,67850.61100975511
1216,18.0,12.60432,0.86177,2.08822,1.0,76022.74487233482
1217,18.0,12.65713,1.79496,2.25865,1.0,54487.284747230246
1218,18.0,12.66973,2.81396,3.21944,1.0,53716.9933011587
1219,18.0,12.72855,0.73995,3.91978,1.0,72989.90960056872
1220,18.0,12.75375,2.13883,4.53791,3.0,51517.47772041337
1221,18.0,12.77475,2.68554,4.71074,3.0,53185.2251274574
1222,18.0,12.79036,0.17403,2.66493,1.0,110862.97504124562
1223,18.0,12.80896,0.56771,4.76415,2.0,72361.49299927644
1224,18.0,12.88998,0.75075,2.11222,2.0,74365.35442191435
1225,18.0,12.91338,0.60912,2.90918,3.0,67180.72107445197
1226,18.0,12.97279,2.35487,2.43869,2.0,52513.7089923269
1227,18.0,13.0196,0.60972,3.26205,2.0,72780.72839608406
1228,18.0,13.02801,1.08862,3.08862,3.0,71231.01418823494
1229,18.0,13.03941,1.80996,4.85177,3.0,56667.56667775321
1230,18.0,13.04541,2.15143,3.11622,1.0,54833.381155898955
1231,18.0,13.05261,0.97159,3.35747,1.0,72721.03194136199
1232,18.0,13.05801,1.83457,4.95799,1.0,54706.22592586203
1233,18.0,13.06461,2.40528,2.36847,3.0,52937.63788750548
1234,18.0,13.07421,1.68274,2.23885,2.0,55478.31502184808
1235,18.0,13.10242,0.31566,4.69814,3.0,84267.13713189293
1236,18.0,13.19304,1.60232,3.63593,1.0,58750.26029881932
1237,18.0,13.21464,1.71574,3.55071,3.0,56303.30602369438
1238,18.0,13.22545,1.90298,4.20004,3.0,56988.18378324831
1239,18.0,13.24705,0.09902,4.0152,3.0,92874.09579758646
1240,18.0,13.24945,1.71214,3.78956,3.0,55780.10940690438
1241,18.0,13.25185,0.5011,2.87497,1.0,92882.8632654269
1242,18.0,13.26925,2.62492,4.30986,2.0,52017.02825015876
1243,18.0,13.27706,2.18924,4.11062,1.0,53746.488920308606
1244,18.0,13.31066,1.42048,2.61992,3.0,63856.668355397356
1245,18.0,13.32747,1.44209,3.35567,1.0,66489.55150939975
1246,18.0,13.35327,1.96059,3.11202,1.0,55741.50472035541
1247,18.0,13.36647,2.0026,4.9958,3.0,55873.61782674066
1248,18.0,13.36827,2.92378,2.76815,2.0,53514.00569058496
1249,18.0,13.41028,2.97479,2.72855,3.0,53464.24269494325
1250,18.0,13.41148,1.22725,4.95019,2.0,67922.37702981285
1251,18.0,13.4817,2.90338,2.90978,3.0,50761.35390035975
1252,18.0,13.5039,1.34847,2.02641,2.0,64213.966755184985
1253,18.0,13.5069,0.06301,4.06681,1.0,96353.52554025232
1254,18.0,13.5147,1.45169,3.63173,3.0,63668.603374648796
1255,18.0,13.5183,2.14543,2.983,3.0,53684.00713827154
1256,18.0,13.5237,2.9964,2.69614,2.0,52915.79551157296
1257,18.0,13.59632,0.12963,4.0224,2.0,98807.55818377686
1258,18.0,13.60532,1.62873,4.26125,2.0,61607.48291840126
1259,18.0,13.63353,0.5005,4.14783,1.0,89979.4584243476
1260,18.0,13.68154,0.38528,3.26145,2.0,89531.47254230658
1261,18.0,13.70074,1.5153,3.5249,1.0,59787.28223543915
1262,18.0,13.72535,2.90278,2.81316,2.0,52485.05435762027
1263,18.0,13.77035,2.78396,2.28986,3.0,51831.62190884121
1264,18.0,13.78536,1.29386,2.83657,2.0,66782.20450905424
1265,18.0,13.81356,2.71914,2.92599,1.0,49382.00207727147
1266,18.0,13.84597,2.0002,4.64113,2.0,51705.4337258614
1267,18.0,13.85077,2.46409,2.56351,3.0,51271.110049982795
1268,18.0,13.85617,0.72314,2.46149,2.0,72471.9387565374
1269,18.0,13.92639,0.5203,2.08282,3.0,77182.12863909644
1270,18.0,13.93959,0.75795,3.62392,2.0,73056.38211539002
1271,18.0,13.94739,0.05101,3.70254,3.0,107314.9738089851
1272,18.0,13.94799,0.63613,4.0146,3.0,65868.45241747737
1273,18.0,14.02841,1.90478,2.63853,3.0,58197.58016122777
1274,18.0,14.02961,2.75515,2.44409,1.0,51052.74248972726
1275,18.0,14.07401,1.32687,3.12703,3.0,68833.26576730477
1276,18.0,14.08662,1.68754,3.30466,2.0,57502.7358179184
1277,18.0,14.10642,0.40988,2.16983,1.0,96081.3530304706
1278,18.0,14.20604,2.20304,2.78916,1.0,52701.81354881364
1279,18.0,14.25885,1.58492,2.93319,2.0,63573.3878947138
1280,18.0,14.29306,2.40708,2.34147,3.0,54042.55872471957
1281,18.0,14.31946,2.57992,2.4801,2.0,51049.04778970274
1282,18.0,14.32006,0.47349,3.16063,2.0,84944.18712568728
1283,18.0,14.32066,2.90398,2.13683,2.0,51296.922579186845
1284,18.0,14.33087,0.86537,4.57091,1.0,70913.90462506676
1285,18.0,14.35307,0.07862,4.12442,2.0,95529.87590111152
1286,18.0,14.36147,2.41248,3.30586,1.0,52843.113885801984
1287,18.0,14.37648,1.31486,2.66193,1.0,67782.952457747
1288,18.0,14.38128,0.36007,3.38268,1.0,92147.22405759091
1289,18.0,14.38908,2.67594,4.96159,3.0,49787.21804483002
1290,18.0,14.40408,2.86317,2.15663,2.0,51786.40159373919
1291,18.0,14.42569,2.75995,2.86537,2.0,50443.97356035517
1292,18.0,14.45689,0.29466,4.30506,3.0,90412.92332738827
1293,18.0,14.4839,2.10282,2.85397,2.0,55580.46953973653
1294,18.0,14.5001,2.78096,4.9898,2.0,49515.353531204884
1295,18.0,14.54511,1.22785,2.62292,3.0,69597.281278176
1296,18.0,14.57151,0.84857,3.25365,2.0,67558.86878949008
1297,18.0,14.60392,0.5053,4.83797,1.0,92397.08723242891
1298,18.0,14.62733,2.66033,3.96359,3.0,53111.95390940176
1299,18.0,14.63693,1.90718,3.41868,1.0,57958.01479058438
1300,18.0,14.65313,2.23065,3.28906,3.0,56110.17644196619
1301,18.0,14.67173,0.67934,2.04621,1.0,81709.65258331608
1302,18.0,14.70294,1.20384,2.45009,2.0,67970.11055872415
1303,18.0,14.71014,2.32186,4.22164,2.0,54977.51499572456
1304,18.0,14.73595,2.13763,3.59932,1.0,52066.51837571277
1305,18.0,14.75095,2.53431,4.0068,2.0,49924.2575605849
1306,18.0,14.79476,0.65893,2.35527,1.0,78844.0287352087
1307,18.0,14.82537,2.09322,3.73255,3.0,53505.8339398884
1308,18.0,14.83257,2.26305,3.68454,1.0,52641.49121860143
1309,18.0,14.84577,1.43189,4.74795,1.0,63592.37276934936
1310,18.0,14.85417,2.06561,2.68834,1.0,56131.57707702258
1311,18.0,14.92619,1.82557,4.21864,3.0,58545.31424813183
1312,18.0,14.94359,0.84317,2.5095,2.0,75137.61446178232
1313,18.0,14.97479,0.69614,2.9938,2.0,70521.56291985318
1314,18.0,15.0,1.37788,2.83897,2.0,69952.81366100302
1315,19.0,12.0126,1.36107,2.9794,2.0,61255.18111026122
1316,19.0,12.09122,1.15643,3.05261,3.0,64827.21628032524
1317,19.0,12.10802,2.84217,2.21784,1.0,54520.381834108186
1318,19.0,12.13143,2.18744,3.9792,1.0,52759.616846855075
1319,19.0,12.13443,2.19944,2.45429,1.0,52830.472771703986
1320,19.0,12.13863,2.73115,4.70114,1.0,53295.823822824954
1321,19.0,12.17103,2.64653,2.70814,3.0,54678.07382600848
1322,19.0,12.22264,1.32867,4.73655,1.0,58752.37564950955
1323,19.0,12.23045,2.05901,3.52971,1.0,55016.39639880389
1324,19.0,12.24125,0.96019,2.05101,1.0,76384.89850879602
1325,19.0,12.30606,1.61372,2.88818,3.0,57039.210555214304
1326,19.0,12.31086,0.82216,4.28526,2.0,70190.75411790876
1327,19.0,12.31446,2.78576,2.995,1.0,54532.27358721215
1328,19.0,12.31806,2.58292,2.56051,3.0,54191.23125633029
1329,19.0,12.31926,2.38428,2.54911,2.0,53606.6181646904
1330,19.0,12.33127,2.55831,2.90018,3.0,53518.02304504057
1331,19.0,12.34567,2.32547,2.43449,2.0,53279.79934025711
1332,19.0,12.36367,2.26905,4.25105,1.0,51961.02219379532
1333,19.0,12.36607,1.64073,3.06041,1.0,54512.22947987353
1334,19.0,12.39848,2.08782,2.0198,2.0,54245.01969696305
1335,19.0,12.40148,2.09622,3.47149,2.0,55245.71227903643
1336,19.0,12.40928,2.14303,4.73955,1.0,55171.66629025304
1337,19.0,12.5089,1.44149,3.4997,2.0,62806.41325242672
1338,19.0,12.5143,0.53591,2.65053,3.0,81468.38523313001
1339,19.0,12.54791,0.70994,2.25505,3.0,68823.03960428644
1340,19.0,12.58992,0.39188,2.94879,3.0,88091.26189229672
1341,19.0,12.60012,2.04281,3.41748,1.0,52264.24601470723
1342,19.0,12.63493,2.37227,4.5163,2.0,51705.08685814931
1343,19.0,12.63733,1.70434,2.22204,1.0,58321.20886648328
1344,19.0,12.67634,0.39308,2.91158,3.0,87272.4007248396
1345,19.0,12.69074,1.42949,4.4905,2.0,64154.645691098325
1346,19.0,12.69734,2.08962,2.74115,3.0,52682.05188068349
1347,19.0,12.70754,2.64713,3.56931,1.0,52851.92791227283
1348,19.0,12.72074,2.06081,3.4811,2.0,53366.5863874998
1349,19.0,12.77956,0.4849,4.41968,2.0,73309.19942142323
1350,19.0,12.81436,1.81776,4.33867,1.0,54153.2605377938
1351,19.0,12.82036,0.75015,4.25885,3.0,68338.17544525955
1352,19.0,12.85097,0.09002,2.44349,1.0,116630.4474688327
1353,19.0,12.89538,1.58672,2.74955,1.0,59861.571151858574
1354,19.0,12.92418,0.10322,2.77355,1.0,117483.23723693394
1355,19.0,12.94099,0.41168,4.44609,3.0,80147.91042015435
1356,19.0,12.96739,0.08102,4.44489,3.0,102926.99327553208
1357,19.0,13.0244,2.28946,2.87798,2.0,51315.3445449928
1358,19.0,13.07782,0.88758,2.15363,1.0,74885.44580214523
1359,19.0,13.08022,0.12242,3.81656,2.0,94391.04708202698
1360,19.0,13.08322,2.16463,2.85877,2.0,55525.264822206955
1361,19.0,13.12883,2.45209,4.96579,1.0,53017.04386728571
1362,19.0,13.16003,2.24565,3.83937,1.0,54768.41445831887
1363,19.0,13.16243,1.81476,3.67734,1.0,56127.66683604555
1364,19.0,13.17564,1.61252,4.11722,1.0,58644.379362490996
1365,19.0,13.19544,1.44869,4.46949,1.0,63198.62415533082
1366,19.0,13.26325,0.24485,3.28426,3.0,88857.9765523366
1367,19.0,13.32026,0.93679,3.93719,2.0,75587.84287902918
1368,19.0,13.33827,0.38048,4.96999,2.0,83146.80749159388
1369,19.0,13.35447,0.95659,4.54871,2.0,74603.19905639115
1370,19.0,13.35507,0.29826,3.35867,1.0,94873.68667861598
1371,19.0,13.35987,2.14963,3.11022,3.0,52253.23509488032
1372,19.0,13.36287,2.10222,2.55331,3.0,52748.04791506499
1373,19.0,13.38148,0.36127,3.9996,1.0,91418.19573139022
1374,19.0,13.38388,2.70594,2.43509,2.0,52463.71405063255
1375,19.0,13.39108,0.9944,2.17944,1.0,76863.819860942
1376,19.0,13.41328,1.23925,2.22805,3.0,66903.1641672102
1377,19.0,13.43129,0.77355,3.80396,2.0,70947.2793816136
1378,19.0,13.43609,1.94739,4.20364,3.0,55767.47693275284
1379,19.0,13.44389,1.73195,2.0222,1.0,59128.908445377725
1380,19.0,13.45289,0.03181,3.66953,2.0,89747.58961837621
1381,19.0,13.4799,1.9948,3.5141,1.0,55550.17583621669
1382,19.0,13.4949,2.83797,3.85497,2.0,50748.69071459968
1383,19.0,13.4985,0.44529,3.45529,1.0,96207.69415551265
1384,19.0,13.5153,0.13983,3.53511,3.0,99614.07292183606
1385,19.0,13.53631,1.88018,2.64993,3.0,54152.59205811255
1386,19.0,13.53691,1.77275,3.83457,1.0,57788.362375013436
1387,19.0,13.56271,1.95879,3.68994,3.0,54175.409334134776
1388,19.0,13.57231,2.87037,4.28166,1.0,50943.29201781318
1389,19.0,13.59272,1.26205,4.67954,3.0,66407.57608353619
1390,19.0,13.62452,2.46049,4.4947,3.0,54235.1218742887
1391,19.0,13.66053,1.74275,2.53831,1.0,59633.09514284885
1392,19.0,13.66593,2.22344,2.63973,3.0,53967.10562623363
1393,19.0,13.67914,2.22945,2.25265,3.0,54092.92625714973
1394,19.0,13.69114,0.31386,2.4975,2.0,98085.02040139325
1395,19.0,13.74335,2.25345,2.27245,2.0,53808.456335460185
1396,19.0,13.75595,1.57952,2.23945,2.0,60075.61322737821
1397,19.0,13.77876,1.18164,2.71834,2.0,69365.92308819467
1398,19.0,13.83037,2.43109,4.15683,2.0,50453.61646847047
1399,19.0,13.85377,0.41348,4.96759,3.0,81850.36296867493
1400,19.0,13.85977,1.25425,3.92038,2.0,69056.67492295528
1401,19.0,13.87838,0.94579,3.46729,3.0,70809.76460031893
1402,19.0,13.87898,1.5015,2.07622,1.0,60607.70616950174
1403,19.0,13.89098,1.65213,2.24545,1.0,56413.30687091059
1404,19.0,13.91138,1.16543,2.42308,3.0,72393.53946033241
1405,19.0,13.95159,0.96319,2.19804,3.0,72974.7035699987
1406,19.0,14.0008,2.54151,2.14103,2.0,50399.868205763756
1407,19.0,14.0026,1.35747,2.71474,3.0,67246.79874941256
1408,19.0,14.0056,1.14923,3.87598,1.0,75664.96921240265
1409,19.0,14.017,1.89698,3.15103,2.0,57294.041691575134
1410,19.0,14.03981,0.17343,3.08682,2.0,92967.52511484755
1411,19.0,14.05301,0.46509,2.28266,3.0,85298.85665025408
1412,19.0,14.11122,1.08382,3.41988,2.0,77966.9213793149
1413,19.0,14.16163,2.55711,4.20604,3.0,49595.27850254254
1414,19.0,14.16403,1.55491,2.94219,2.0,62356.05424432595
1415,19.0,14.21924,1.69774,2.73575,2.0,58989.829746140014
1416,19.0,14.22104,1.15463,3.14323,2.0,75453.10638485146
1417,19.0,14.22945,2.04761,3.75835,2.0,55945.801131300024
1418,19.0,14.29966,0.66553,2.09302,3.0,82980.48360142673
1419,19.0,14.31766,2.982,2.68114,1.0,49853.99613764006
1420,19.0,14.34467,0.86057,2.81076,3.0,69987.79918763867
1421,19.0,14.35127,0.31986,4.20124,2.0,87411.84223236516
1422,19.0,14.36447,1.33527,4.19104,2.0,66685.93835314845
1423,19.0,14.37948,2.80016,4.4869,2.0,50990.45739659423
1424,19.0,14.39088,1.73075,3.5027,1.0,59492.175311897074
1425,19.0,14.39388,0.25325,3.85197,3.0,93654.63606665179
1426,19.0,14.41908,2.64293,3.44809,1.0,50392.33257310489
1427,19.0,14.42448,2.35247,2.36727,3.0,51722.72988037362
1428,19.0,14.42869,2.09682,3.32386,2.0,56395.38346571363
1429,19.0,14.43649,2.56371,3.82677,1.0,52810.015943155944
1430,19.0,14.43769,2.68494,2.009,2.0,49286.748169124636
1431,19.0,14.54631,0.65593,3.0016,2.0,75118.1002531289
1432,19.0,14.55291,2.23905,3.97019,3.0,56190.29561546698
1433,19.0,14.55591,0.94939,4.53671,2.0,72117.80835549087
1434,19.0,14.56371,0.86477,3.13423,1.0,73470.33528693707
1435,19.0,14.56671,1.90358,3.25125,2.0,57724.95541392902
1436,19.0,14.60092,0.37027,2.55451,3.0,89924.83801295479
1437,19.0,14.61532,1.70074,3.82496,3.0,62168.93763228668
1438,19.0,14.64053,0.85697,4.73895,2.0,68038.53990264778
1439,19.0,14.72094,2.22104,2.46929,3.0,54833.491171478774
1440,19.0,14.74495,0.17043,4.37167,2.0,99342.42150556688
1441,19.0,14.77255,2.84457,3.25305,1.0,49141.34641649683
1442,19.0,14.79656,0.87858,3.10722,1.0,76723.54733957523
1443,19.0,14.83437,1.26505,2.14643,1.0,72585.98238905285
1444,19.0,14.86197,1.17023,4.78156,1.0,68674.58363224803
1445,19.0,14.90938,1.35027,3.03221,2.0,69457.9275057904
1446,19.0,14.979,0.83597,4.5115,2.0,74580.48839358673
1447,2.0,12.02641,0.79456,3.95399,3.0,71853.02429085426
1448,2.0,12.03721,0.27365,4.74195,1.0,101847.80451660864
1449,2.0,12.07141,1.60592,4.81396,1.0,58602.15224308202
1450,2.0,12.08402,1.19004,4.85717,1.0,62542.44534887896
1451,2.0,12.10562,2.976,3.04061,3.0,52249.173491361624
1452,2.0,12.10622,0.22685,2.94399,2.0,104293.17392025715
1453,2.0,12.10742,0.61332,3.73975,3.0,77694.29593519804
1454,2.0,12.15123,1.85317,2.31986,2.0,52640.78903845422
1455,2.0,12.15543,1.5081,2.12482,1.0,57493.02998614799
1456,2.0,12.23165,2.87157,2.03781,3.0,52167.97837324665
1457,2.0,12.27365,0.73035,4.89018,2.0,73286.65525650252
1458,2.0,12.28746,0.77896,2.20464,1.0,76434.09835216907
1459,2.0,12.30966,0.32767,3.33947,3.0,93446.62483166014
1460,2.0,12.33787,2.58712,3.56511,3.0,54189.268270572604
1461,2.0,12.33967,0.82937,3.24405,2.0,70267.70256031568
1462,2.0,12.34867,1.4853,4.70894,2.0,57706.120413027136
1463,2.0,12.37928,0.81736,4.26665,3.0,71385.66825525352
1464,2.0,12.39308,2.31106,3.20204,1.0,51730.339962278216
1465,2.0,12.45129,0.43869,3.55431,3.0,87668.56963856016
1466,2.0,12.45909,1.20504,2.32887,2.0,65986.08117351051
1467,2.0,12.46749,1.87958,4.5061,2.0,52264.92072419529
1468,2.0,12.46929,2.9988,3.70134,3.0,50215.75620736086
1469,2.0,12.4939,2.40408,3.94139,1.0,53418.64027712632
1470,2.0,12.5107,2.73175,4.14723,3.0,53820.177527305015
1471,2.0,12.5197,1.93599,2.90438,2.0,51450.42340740126
1472,2.0,12.54311,2.17123,4.12322,2.0,55504.845546409495
1473,2.0,12.57431,1.55191,4.37828,1.0,57456.77490927996
